Pred,Seed_A,Seed_B,Average_Score_A,Average_FGM_A,Average_FGA_A,Average_FGM3_A,Average_FGA3_A,Average_FTM_A,Average_FTA_A,Average_OR_A,Average_DR_A,Average_Ast_A,Average_TO_A,Average_Stl_A,Average_Blk_A,Average_PF_A,Average_Wins_A,Average_WinsHome_A,Average_WinsAway_A,Average_WinsOT_A,Average_Point diff_A,Average_Point diff win_A,Average_Point diff loss_A,Average_Losses_A,Average_LossesHome_A,Average_LossesAway_A,Average_LossesOT_A,Average_Score_B,Average_FGM_B,Average_FGA_B,Average_FGM3_B,Average_FGA3_B,Average_FTM_B,Average_FTA_B,Average_OR_B,Average_DR_B,Average_Ast_B,Average_TO_B,Average_Stl_B,Average_Blk_B,Average_PF_B,Average_Wins_B,Average_WinsHome_B,Average_WinsAway_B,Average_WinsOT_B,Average_Point diff_B,Average_Point diff win_B,Average_Point diff loss_B,Average_Losses_B,Average_LossesHome_B,Average_LossesAway_B,Average_LossesOT_B,538rating_A,538rating_B,Total_Score_A,Total_FGM_A,Total_FGA_A,Total_FGM3_A,Total_FGA3_A,Total_FTM_A,Total_FTA_A,Total_OR_A,Total_DR_A,Total_Ast_A,Total_TO_A,Total_Stl_A,Total_Blk_A,Total_PF_A,Total_Game played_A,Total_Game Home_A,Total_Game Away_A,Total_Game OT_A,Total_Wins_A,Total_WinsHome_A,Total_WinsAway_A,Total_WinsOT_A,Total_Point diff_A,Total_Point diff win_A,Total_Point diff loss_A,Total_Losses_A,Total_LossesHome_A,Total_LossesAway_A,Total_LossesOT_A,Total_Score_B,Total_FGM_B,Total_FGA_B,Total_FGM3_B,Total_FGA3_B,Total_FTM_B,Total_FTA_B,Total_OR_B,Total_DR_B,Total_Ast_B,Total_TO_B,Total_Stl_B,Total_Blk_B,Total_PF_B,Total_Game played_B,Total_Game Home_B,Total_Game Away_B,Total_Game OT_B,Total_Wins_B,Total_WinsHome_B,Total_WinsAway_B,Total_WinsOT_B,Total_Point diff_B,Total_Point diff win_B,Total_Point diff loss_B,Total_Losses_B,Total_LossesHome_B,Total_LossesAway_B,Total_LossesOT_B,Total_FGA3_AmenoB,Average_LossesHome_AmenoB,Total_LossesAway_AmenoB,Average_WinsOT_AmenoB,Average_WinsAway_AmenoB,Total_Point diff win_AmenoB,Average_Point diff win_AmenoB,Average_FGA_AmenoB,Total_Score_AmenoB,Total_Game played_AmenoB,Total_Wins_AmenoB,Total_Blk_AmenoB,Average_FTA_AmenoB,Average_OR_AmenoB,Total_FGM3_AmenoB,Seed_AmenoB,Total_TO_AmenoB,Average_FTM_AmenoB,Average_Point diff_AmenoB,Average_LossesOT_AmenoB,Average_PF_AmenoB,Total_OR_AmenoB,Total_Ast_AmenoB,Total_Game Away_AmenoB,Total_LossesOT_AmenoB,Average_FGM3_AmenoB,Average_FGA3_AmenoB,Total_FTM_AmenoB,Average_Score_AmenoB,Average_DR_AmenoB,Average_Wins_AmenoB,Average_TO_AmenoB,Average_Stl_AmenoB,Total_Game OT_AmenoB,Total_FGA_AmenoB,Average_Point diff loss_AmenoB,Total_WinsHome_AmenoB,Total_WinsAway_AmenoB,Total_WinsOT_AmenoB,Average_LossesAway_AmenoB,Total_LossesHome_AmenoB,Total_DR_AmenoB,Average_Losses_AmenoB,Average_Ast_AmenoB,Total_FTA_AmenoB,Total_Losses_AmenoB,Average_WinsHome_AmenoB,Total_Stl_AmenoB,Total_Point diff_AmenoB,Total_FGM_AmenoB,Total_PF_AmenoB,538rating_AmenoB,Average_Blk_AmenoB,Total_Point diff loss_AmenoB,Total_Game Home_AmenoB,Average_FGM_AmenoB,Season
1,2,15,63.61290323,23.61290323,57.29032258,5.032258065,15.67741935,11.35483871,15.70967742,13.67741935,22.96774194,14.70967742,14.74193548,8.935483871,2.419354839,16.61290323,0.806451613,0.764705882,0.857142857,0.5,18.51612903,11.25806452,-2,0.193548387,0.235294118,0.142857143,0.5,68.96428571,25.28571429,60.78571429,7.535714286,22.78571429,10.85714286,15.89285714,12.32142857,24.60714286,13.07142857,14.96428571,9.821428571,4.142857143,16.85714286,0.857142857,0.785714286,0.928571429,1,17.92857143,10.64285714,-1.678571429,0.142857143,0.214285714,0.071428571,0,91.32,71.42,1972,732,1776,156,486,352,487,424,712,456,457,277,75,515,31,17,14,2,25,13,12,1,574,349,-62,6,4,2,1,1931,708,1702,211,638,304,445,345,689,366,419,275,116,472,28,14,14,1,24,11,13,1,502,298,-47,4,3,1,0,-152,0.021008403,1,-0.5,-0.071428571,51,0.615207373,-3.495391705,41,3,1,-41,-0.183179724,1.355990783,-55,-13,38,0.497695853,0.587557604,0.5,-0.244239631,79,90,0,1,-2.503456221,-7.108294931,48,-5.351382488,-1.639400922,-0.050691244,-0.22235023,-0.8859447,1,74,-0.321428571,2,-1,0,0.071428571,1,23,0.050691244,1.638248848,42,2,-0.021008403,2,72,24,43,19.9,-1.723502304,-15,3,-1.67281106,2016
1,9,8,62.19354839,24.09677419,58.16129032,4.129032258,15.25806452,9.870967742,15.90322581,13.4516129,21.83870968,13.16129032,18.09677419,11.35483871,2.967741935,18.4516129,0.612903226,0.642857143,0.588235294,0.666666667,6.064516129,8.225806452,-5.193548387,0.387096774,0.357142857,0.411764706,0.333333333,67,25.90625,57.1875,2.96875,9.875,12.21875,18.65625,10.65625,25.4375,13.0625,14.3125,7.90625,3.625,16.9375,0.71875,0.785714286,0.666666667,1,13.625,9.3125,-2.5,0.28125,0.214285714,0.333333333,0,80.17,82.19,1928,747,1803,128,473,306,493,417,677,408,561,352,92,572,31,14,17,3,19,9,10,2,188,255,-161,12,5,7,1,2144,829,1830,95,316,391,597,341,814,418,458,253,116,542,32,14,18,1,23,11,12,1,436,298,-80,9,3,6,0,157,0.142857143,1,-0.333333333,-0.078431373,-43,-1.086693548,0.973790323,-216,-1,-4,-24,-2.753024194,2.795362903,33,1,103,-2.347782258,-7.560483871,0.333333333,1.514112903,76,-10,-1,1,1.160282258,5.383064516,-85,-4.806451613,-3.598790323,-0.105846774,3.784274194,3.44858871,2,-27,-2.693548387,-2,-2,1,0.078431373,2,-137,0.105846774,0.098790323,-104,3,-0.142857143,99,-248,-82,30,-2.02,-0.657258065,-81,0,-1.809475806,2016
1,1,16,77.73529412,30,61.61764706,3.470588235,9.352941176,14.26470588,21.52941176,14.61764706,31.17647059,20.79411765,15.38235294,8.705882353,6.088235294,14.79411765,0.970588235,1,0.9375,0,49.23529412,24.82352941,-0.205882353,0.029411765,0,0.0625,0,75.29032258,26.22580645,65,10.38709677,28.06451613,12.4516129,17.77419355,13.51612903,29.41935484,15.58064516,14.03225806,7.935483871,5.129032258,15.41935484,0.709677419,0.733333333,0.6875,0.333333333,21.22580645,14.06451613,-3.451612903,0.290322581,0.266666667,0.3125,0.666666667,101.59,72.69,2643,1020,2095,118,318,485,732,497,1060,707,523,296,207,503,34,18,16,0,33,18,15,0,1674,844,-7,1,0,1,0,2334,813,2015,322,870,386,551,419,912,483,435,246,159,478,31,15,16,3,22,11,11,1,658,436,-107,9,4,5,2,-552,-0.266666667,-4,-0.333333333,0.25,408,10.75901328,-3.382352941,309,3,11,48,3.755218216,1.101518027,-204,-15,88,1.813092979,28.00948767,-0.666666667,-0.625237192,78,224,0,-2,-6.916508539,-18.71157495,99,2.444971537,1.75711575,0.260910816,1.350094877,0.770398482,-3,80,3.24573055,7,4,-1,-0.25,-4,148,-0.260910816,5.213472486,181,-8,0.266666667,50,1016,207,25,28.9,0.959203036,100,3,3.774193548,2016
1,6,11,80.96969697,31.39393939,68.54545455,8.818181818,25.57575758,9.363636364,13.27272727,14.15151515,25.3030303,20.90909091,13.24242424,9.606060606,2.545454545,15.42424242,0.757575758,0.736842105,0.785714286,0,32.54545455,18.66666667,-2.393939394,0.242424242,0.263157895,0.214285714,0,69.46875,25.125,65.53125,6.78125,21.9375,12.4375,17.75,17.375,29.0625,12.53125,13.4375,7.03125,5.59375,18.15625,0.84375,0.875,0.8125,0.666666667,30.8125,17.5,-2.09375,0.15625,0.125,0.1875,0.333333333,90.08,83.04,2672,1036,2262,291,844,309,438,467,835,690,437,317,84,509,33,19,14,0,25,14,11,0,1074,616,-79,8,5,3,0,2223,804,2097,217,702,398,568,556,930,401,430,225,179,581,32,16,16,3,27,14,13,2,986,560,-67,5,2,3,1,142,0.138157895,0,-0.666666667,-0.026785714,56,1.166666667,3.014204545,449,1,-2,-95,-4.477272727,-3.223484848,74,-5,7,-3.073863636,1.732954545,-0.333333333,-2.732007576,-89,289,-2,-1,2.036931818,3.638257576,-89,11.50094697,-3.759469697,-0.086174242,-0.195075758,2.574810606,-3,165,-0.300189394,0,-2,-2,0.026785714,3,-95,0.086174242,8.377840909,-130,3,-0.138157895,92,88,232,-72,7.04,-3.048295455,-12,3,6.268939394,2016
0,8,9,71.8125,27.6875,67.3125,4.375,13.875,12.0625,17.78125,18.21875,30.375,16.09375,17.28125,7.1875,5,16.15625,0.8125,0.8,0.823529412,0.666666667,19.3125,11.25,-1.59375,0.1875,0.2,0.176470588,0.333333333,65.3,23.3,56.46666667,7.066666667,21.53333333,11.63333333,17.8,9.5,26.33333333,14.96666667,15.33333333,9.166666667,4.833333333,14.83333333,0.6,0.722222222,0.416666667,1,7.866666667,10.36666667,-6.433333333,0.4,0.277777778,0.583333333,0,82.9,80.28,2298,886,2154,140,444,386,569,583,972,515,553,230,160,517,32,15,17,3,26,12,14,2,618,360,-51,6,3,3,1,1959,699,1694,212,646,349,534,285,790,449,460,275,145,445,30,18,12,1,18,13,5,1,236,311,-193,12,5,7,0,-202,-0.077777778,-4,-0.333333333,0.406862745,49,0.883333333,10.84583333,339,2,8,15,-0.01875,8.71875,-72,-1,93,0.429166667,11.44583333,0.333333333,1.322916667,298,66,5,1,-2.691666667,-7.658333333,37,6.5125,4.041666667,0.2125,1.947916667,-1.979166667,2,460,4.839583333,-1,9,1,-0.406862745,-2,182,-0.2125,1.127083333,35,-6,0.077777778,-45,382,187,72,2.62,0.166666667,142,-3,4.3875,2016
0,14,3,63.37037037,22.77777778,54.44444444,4.296296296,12.40740741,13.51851852,18.11111111,13.14814815,24.48148148,13.37037037,14,5.592592593,3.296296296,17.25925926,0.888888889,0.818181818,0.9375,0,18.22222222,11.74074074,-2.62962963,0.111111111,0.181818182,0.0625,0,71.71875,26.34375,61.1875,5.65625,17.375,13.375,18.6875,15.59375,23.09375,16,15.34375,9.71875,2.78125,17.46875,0.78125,0.705882353,0.866666667,0,25.4375,14.25,-1.53125,0.21875,0.294117647,0.133333333,0,66.93,92.24,1711,615,1470,116,335,365,489,355,661,361,378,151,89,466,27,11,16,0,24,9,15,0,492,317,-71,3,2,1,0,2295,843,1958,181,556,428,598,499,739,512,491,311,89,559,32,17,15,0,25,12,13,0,814,456,-49,7,5,2,0,-221,-0.112299465,-1,0,0.070833333,-139,-2.509259259,-6.743055556,-584,-5,-1,0,-0.576388889,-2.445601852,-65,11,-113,0.143518519,-7.215277778,0,-0.209490741,-144,-151,1,0,-1.359953704,-4.967592593,-63,-8.34837963,1.387731481,0.107638889,-1.34375,-4.126157407,0,-488,-1.09837963,-3,2,0,-0.070833333,-3,-78,-0.107638889,-2.62962963,-109,-4,0.112299465,-160,-322,-228,-93,-25.31,0.515046296,-22,-6,-3.565972222,2016
0,13,4,74.66666667,27.3,60.66666667,7.7,20.56666667,12.36666667,17.2,13.83333333,29.4,17.36666667,14.6,4.733333333,3.2,14.7,0.733333333,1,0.578947368,1,20.53333333,12.96666667,-2.7,0.266666667,0,0.421052632,0,76.09375,27.5625,62.78125,5.65625,18.3125,15.3125,19.90625,14.65625,28.4375,16.34375,17.03125,8.40625,4.125,20.46875,0.75,0.764705882,0.733333333,1,23.625,14.0625,-2.25,0.25,0.235294118,0.266666667,0,72.64,90.07,2240,819,1820,231,617,371,516,415,882,521,438,142,96,441,30,11,19,1,22,11,11,1,616,389,-81,8,0,8,0,2435,882,2009,181,586,490,637,469,910,523,545,269,132,655,32,17,15,1,24,13,11,1,756,450,-72,8,4,4,0,31,-0.235294118,4,0,-0.154385965,-61,-1.095833333,-2.114583333,-195,-2,-2,-36,-2.70625,-0.822916667,50,9,-107,-2.945833333,-3.091666667,0,-5.76875,-54,-2,4,0,2.04375,2.254166667,-119,-1.427083333,0.9625,-0.016666667,-2.43125,-3.672916667,0,-189,-0.45,-2,0,0,0.154385965,-4,-28,0.016666667,1.022916667,-121,0,0.235294118,-127,-140,-63,-214,-17.43,-0.925,-9,-6,-0.2625,2016
0,12,5,57.96774194,22.16129032,52.09677419,4.387096774,14.16129032,9.258064516,13,10.16129032,24.90322581,11.80645161,13.80645161,6.387096774,6.451612903,11.41935484,0.774193548,0.933333333,0.625,1,10.64516129,10.48387097,-5.161290323,0.225806452,0.066666667,0.375,0,70.24242424,25.57575758,63.57575758,4.939393939,16.12121212,14.15151515,19.36363636,17.03030303,23.09090909,13.54545455,14.48484848,7.818181818,4.696969697,19.6969697,0.787878788,0.823529412,0.75,1,31.87878788,18.09090909,-2.151515152,0.212121212,0.176470588,0.25,0,76.47,89.46,1797,687,1615,136,439,287,403,315,772,366,428,198,200,354,31,15,16,1,24,14,10,1,330,325,-160,7,1,6,0,2318,844,2098,163,532,467,639,562,762,447,478,258,155,650,33,17,16,1,26,14,12,1,1052,597,-71,7,3,4,0,-93,-0.109803922,2,0,-0.125,-272,-7.607038123,-11.47898338,-521,-2,-2,45,-6.363636364,-6.869012708,-27,7,-50,-4.893450635,-21.23362659,0,-8.277614858,-247,-81,0,0,-0.552297165,-1.959921799,-180,-12.27468231,1.812316716,-0.013685239,-0.678396872,-1.431085044,0,-483,-3.009775171,0,-2,0,0.125,-2,10,0.013685239,-1.739002933,-236,0,0.109803922,-60,-722,-157,-296,-12.99,1.754643206,-89,-2,-3.414467253,2016
0,14,3,60.96969697,22.48484848,61.36363636,5.96969697,20.03030303,10.03030303,15.57575758,15.15151515,25.54545455,13.18181818,16.51515152,9.333333333,3.151515152,20.06060606,0.606060606,0.642857143,0.578947368,1,2.121212121,6.484848485,-5.424242424,0.393939394,0.357142857,0.421052632,0,86.67741935,31.77419355,66.5483871,8.516129032,23,14.61290323,19.09677419,11.16129032,26.25806452,15.03225806,13.38709677,7.870967742,4.806451613,15.51612903,0.774193548,0.875,0.666666667,0,24.51612903,14.90322581,-2.64516129,0.225806452,0.125,0.333333333,1,71.12,93.9,2012,742,2025,197,661,331,514,500,843,435,545,308,104,662,33,14,19,1,20,9,11,1,70,214,-179,13,5,8,0,2687,985,2063,264,713,453,592,346,814,466,415,244,149,481,31,16,15,2,24,14,10,0,760,462,-82,7,2,5,2,-52,0.232142857,3,1,-0.087719298,-248,-8.418377322,-5.184750733,-675,2,-4,-45,-3.521016618,3.990224829,-67,11,130,-4.582600196,-22.39491691,-1,4.544477028,154,-31,4,-2,-2.546432063,-2.96969697,-122,-25.70772239,-0.712609971,-0.168132942,3.128054741,1.462365591,-1,-38,-2.779081134,-5,1,1,0.087719298,3,29,0.168132942,-1.850439883,-78,6,-0.232142857,64,-690,-243,181,-22.78,-1.654936461,-97,-2,-9.289345064,2016
1,2,15,66.84375,24.84375,56.5625,6.5625,18.1875,10.59375,14.4375,12,31.5625,15.375,15.4375,5.09375,6.375,14.125,0.875,0.933333333,0.823529412,0,31,16.9375,-1.4375,0.125,0.066666667,0.176470588,0,79.83333333,28.16666667,69.13333333,7.466666667,23.1,16.03333333,21.4,15.8,25.6,13.8,18.93333333,10.03333333,3.633333333,21.96666667,0.6,0.727272727,0.526315789,1,6.066666667,8.566666667,-5.533333333,0.4,0.272727273,0.473684211,0,95.42,68.25,2139,795,1810,210,582,339,462,384,1010,492,494,163,204,452,32,15,17,0,28,14,14,0,992,542,-46,4,1,3,0,2395,845,2074,224,693,481,642,474,768,414,568,301,109,659,30,11,19,1,18,8,10,1,182,257,-166,12,3,9,0,-111,-0.206060606,-6,-1,0.297213622,285,8.370833333,-12.57083333,-256,2,10,95,-6.9625,-3.8,-14,-13,-74,-5.439583333,24.93333333,0,-7.841666667,-90,78,-2,0,-0.904166667,-4.9125,-142,-12.98958333,5.9625,0.275,-3.495833333,-4.939583333,-1,-264,4.095833333,6,4,-1,-0.297213622,-2,242,-0.275,1.575,-180,-8,0.206060606,-138,810,-50,-207,27.17,2.741666667,120,4,-3.322916667,2016
0,16,1,64.16666667,24.1,58.03333333,4.5,14.56666667,11.46666667,18.1,15.63333333,26.2,11.9,18.16666667,9.633333333,3.866666667,17.26666667,0.666666667,0.857142857,0.5,0.333333333,20,13.2,-3.2,0.333333333,0.142857143,0.5,0.666666667,73.53125,26,56.90625,5.40625,16.3125,16.125,24.0625,12.78125,27.71875,14.625,14.65625,8.84375,5.375,15.90625,0.96875,0.933333333,1,0,35.8125,18.28125,-0.375,0.03125,0.066666667,0,0,69.99,101.07,1925,723,1741,135,437,344,543,469,786,357,545,289,116,518,30,14,16,3,20,12,8,1,600,396,-96,10,2,8,2,2353,832,1821,173,522,516,770,409,887,468,469,283,172,509,32,15,17,0,31,14,17,0,1146,585,-12,1,1,0,0,-85,0.076190476,8,0.333333333,-0.5,-189,-5.08125,1.127083333,-428,-2,-11,-56,-5.9625,2.852083333,-38,15,76,-4.658333333,-15.8125,0.666666667,1.360416667,60,-111,-1,2,-0.90625,-1.745833333,-172,-9.364583333,-1.51875,-0.302083333,3.510416667,0.789583333,3,-80,-2.825,-2,-9,1,0.5,1,-101,0.302083333,-2.725,-227,9,-0.076190476,6,-546,-109,9,-31.08,-1.508333333,-84,-1,-1.9,2016
0,7,10,65.46666667,25.5,60.23333333,3.533333333,12.86666667,10.93333333,17.43333333,14.16666667,27.76666667,16.86666667,15.36666667,8.133333333,4.433333333,16.83333333,0.7,0.888888889,0.416666667,1,15.2,13.2,-5.6,0.3,0.111111111,0.583333333,0,63.5,23.3,54.5,5.966666667,17.96666667,10.93333333,14.33333333,8.166666667,28.36666667,14.6,15.43333333,7.166666667,4.3,15.63333333,0.766666667,0.941176471,0.538461538,1,15.93333333,10.6,-2.633333333,0.233333333,0.058823529,0.461538462,0,83.28,77.32,1964,765,1807,106,386,328,523,425,833,506,461,244,133,505,30,18,12,1,21,16,5,1,456,396,-168,9,2,7,0,1905,699,1635,179,539,328,430,245,851,438,463,215,129,469,30,17,13,2,23,16,7,2,478,318,-79,7,1,6,0,-153,0.052287582,1,0,-0.121794872,78,2.6,5.733333333,59,0,-2,4,3.1,6,-73,-3,-2,0,-0.733333333,0,1.2,180,68,-1,0,-2.433333333,-5.1,0,1.966666667,-0.6,-0.066666667,-0.066666667,0.966666667,-1,172,-2.966666667,0,-2,-1,0.121794872,1,-18,0.066666667,2.266666667,93,2,-0.052287582,29,-22,66,36,5.96,0.133333333,-89,1,2.2,2016
0,13,4,70.23333333,25.83333333,57.4,7.2,17.3,11.36666667,16.1,12.7,26.06666667,14.66666667,14,8.966666667,4.666666667,17.53333333,0.933333333,1,0.857142857,0,40.13333333,20.76666667,-0.7,0.066666667,0,0.142857143,0,72.0625,25.46875,68.78125,8.875,30.3125,12.25,18.34375,17.28125,23.1875,13.4375,14.1875,13.0625,4.875,17.75,0.78125,0.823529412,0.733333333,0,26,15.75,-2.75,0.21875,0.176470588,0.266666667,0,79.02,89.59,2107,775,1722,216,519,341,483,381,782,440,420,269,140,526,30,16,14,0,28,16,12,0,1204,623,-21,2,0,2,0,2306,815,2201,284,970,392,587,553,742,430,454,418,156,568,32,17,15,0,25,14,11,0,832,504,-88,7,3,4,0,-451,-0.176470588,-2,0,0.123809524,119,5.016666667,-11.38125,-199,-2,3,-16,-2.24375,-4.58125,-68,9,-34,-0.883333333,14.13333333,0,-0.216666667,-172,10,-1,0,-1.675,-13.0125,-51,-1.829166667,2.879166667,0.152083333,-0.1875,-4.095833333,0,-479,2.05,2,1,0,-0.123809524,-3,40,-0.152083333,1.229166667,-104,-5,0.176470588,-149,372,-40,-42,-10.57,-0.208333333,67,-1,0.364583333,2016
1,7,10,65.09375,24.71875,61.34375,3.71875,14.71875,11.9375,17.03125,15,25.875,13.28125,16.15625,8.75,4.375,17,0.59375,0.722222222,0.428571429,0,14.125,10.125,-3.0625,0.40625,0.277777778,0.571428571,1,66.59375,24.75,58.3125,7.8125,23.8125,9.28125,14.3125,12.53125,24.125,14.71875,13.3125,9.125,2.4375,17.1875,0.875,0.842105263,0.923076923,1,29.25,15.5625,-0.9375,0.125,0.157894737,0.076923077,0,88.93,83.06,2083,791,1963,119,471,382,545,480,828,425,517,280,140,544,32,18,14,2,19,13,6,0,452,324,-98,13,5,8,2,2131,792,1866,250,762,297,458,401,772,471,426,292,78,550,32,19,13,1,28,16,12,1,936,498,-30,4,3,1,0,-291,0.119883041,7,-1,-0.494505495,-174,-5.4375,3.03125,-48,0,-9,62,2.71875,2.46875,-131,-3,91,2.65625,-15.125,1,-0.1875,79,-46,1,2,-4.09375,-9.09375,85,-1.5,1.75,-0.28125,2.84375,-0.375,1,97,-2.125,-3,-6,-1,0.494505495,2,56,0.28125,-1.4375,87,9,-0.119883041,-12,-484,-1,-6,5.87,1.9375,-68,-1,-0.03125,2016
0,11,6,76,28.03571429,60.57142857,6.285714286,16.82142857,13.64285714,18.75,14.32142857,31,16.42857143,15.71428571,7.142857143,4.035714286,17.92857143,0.821428571,0.928571429,0.714285714,1,36.5,19.5,-1.25,0.178571429,0.071428571,0.285714286,0,70.15151515,25.93939394,58.78787879,6,18.90909091,12.27272727,18.54545455,13.33333333,27.81818182,14.39393939,16.54545455,8.03030303,6.272727273,18.54545455,0.727272727,0.764705882,0.6875,0,25.09090909,15.45454545,-2.909090909,0.272727273,0.235294118,0.3125,1,84.15,87,2128,785,1696,176,471,382,525,401,868,460,440,200,113,502,28,14,14,1,23,13,10,1,1022,546,-35,5,1,4,0,2315,856,1940,198,624,405,612,440,918,475,546,265,207,612,33,17,16,1,24,13,11,0,828,510,-96,9,4,5,1,-153,-0.163865546,-1,1,0.026785714,36,4.045454545,1.783549784,-187,-5,-1,-94,0.204545455,0.988095238,-22,5,-106,1.37012987,11.40909091,-1,-0.616883117,-39,-15,-2,-1,0.285714286,-2.087662338,-23,5.848484848,3.181818182,0.094155844,-0.831168831,-0.887445887,0,-244,1.659090909,0,-1,1,-0.026785714,-3,-50,-0.094155844,2.034632035,-87,-4,0.163865546,-65,194,-71,-110,-2.85,-2.237012987,61,-3,2.096320346,2016
1,1,16,87.5625,34.34375,65.4375,7.5625,20.75,11.3125,14.21875,12.875,28.1875,21.625,11.90625,12.1875,6.4375,11.25,1,1,1,0,79.375,39.6875,0,0,0,0,0,62.38709677,22.64516129,58.38709677,6.64516129,20.19354839,10.4516129,15.41935484,13.41935484,23.61290323,12.5483871,15.61290323,7.548387097,3.35483871,20.48387097,0.612903226,0.769230769,0.5,0,7.612903226,8.35483871,-4.548387097,0.387096774,0.230769231,0.5,1,113.09,64.62,2802,1099,2094,242,664,362,455,412,902,692,381,390,206,360,32,13,19,0,32,13,19,0,2540,1270,0,0,0,0,0,1934,702,1810,206,626,324,478,416,732,389,484,234,104,635,31,13,18,1,19,10,9,0,236,259,-141,12,3,9,1,38,-0.230769231,-9,0,0.5,1011,31.33266129,7.050403226,868,1,13,102,-1.200604839,-0.544354839,36,-15,-103,0.860887097,71.76209677,-1,-9.233870968,-4,303,1,-1,0.91733871,0.556451613,38,25.17540323,4.574596774,0.387096774,-3.706653226,4.639112903,-1,284,4.548387097,3,10,0,-0.5,-3,170,-0.387096774,9.076612903,-23,-12,0.230769231,156,2304,397,-275,48.47,3.08266129,141,0,11.69858871,2016
1,9,8,71.41935484,25.70967742,63.22580645,7.387096774,22.22580645,12.61290323,17.19354839,13.5483871,28.87096774,16.4516129,14.32258065,6.870967742,4.129032258,16.19354839,0.838709677,0.846153846,0.833333333,1,21.09677419,12.61290323,-2.064516129,0.161290323,0.153846154,0.166666667,0,73.19354839,26.64516129,62.61290323,6.741935484,20.32258065,13.16129032,18.58064516,12.90322581,26.87096774,11.90322581,13.70967742,8,5.193548387,18.74193548,0.741935484,0.733333333,0.75,0,14.70967742,10.12903226,-2.774193548,0.258064516,0.266666667,0.25,0,80.74,81.76,2214,797,1960,229,689,391,533,420,895,510,444,213,128,502,31,13,18,2,26,11,15,2,654,391,-64,5,2,3,0,2269,826,1941,209,630,408,576,400,833,369,425,248,161,581,31,15,16,0,23,11,12,0,456,314,-86,8,4,4,0,59,-0.112820513,-1,1,0.083333333,77,2.483870968,0.612903226,-55,0,3,-33,-1.387096774,0.64516129,20,1,19,-0.548387097,6.387096774,0,-2.548387097,20,141,2,0,0.64516129,1.903225806,-17,-1.774193548,2,0.096774194,0.612903226,-1.129032258,2,19,0.709677419,0,3,2,-0.083333333,-2,62,-0.096774194,4.548387097,-43,-3,0.112820513,-35,198,-29,-79,-1.02,-1.064516129,22,-2,-0.935483871,2016
1,5,12,74,28.23333333,61.36666667,4.8,14.23333333,12.73333333,18.73333333,15.53333333,25.6,16.23333333,17.63333333,9.933333333,2.8,16.56666667,0.766666667,0.833333333,0.666666667,0,34.13333333,20.1,-3.033333333,0.233333333,0.166666667,0.333333333,0,70.03125,24.25,57.15625,6.71875,20.21875,14.8125,20.59375,13.0625,24.34375,14.96875,16.3125,8.75,2.90625,19.8125,0.75,0.733333333,0.764705882,1,17.625,12.1875,-3.375,0.25,0.266666667,0.235294118,0,91.5,78.25,2220,847,1841,144,427,382,562,466,768,487,529,298,84,497,30,18,12,0,23,15,8,0,1024,603,-91,7,3,4,0,2241,776,1829,215,647,474,659,418,779,479,522,280,93,634,32,15,17,1,24,11,13,1,564,390,-108,8,4,4,0,-220,-0.1,0,-1,-0.098039216,213,7.9125,4.210416667,-21,-2,-1,-9,-1.860416667,2.470833333,-71,-7,7,-2.079166667,16.50833333,0,-3.245833333,48,8,-5,0,-1.91875,-5.985416667,-92,3.96875,1.25625,0.016666667,1.320833333,1.183333333,-1,12,0.341666667,4,-5,-1,0.098039216,-1,-11,-0.016666667,1.264583333,-97,-1,0.1,18,460,71,-137,13.25,-0.10625,17,3,3.983333333,2016
0,8,9,64.1,24.06666667,59.6,5.533333333,17.23333333,10.43333333,16,14.33333333,26.23333333,15.46666667,15.46666667,8.133333333,3.733333333,19.1,0.7,0.777777778,0.583333333,0,20.53333333,13.76666667,-3.5,0.3,0.222222222,0.416666667,1,71.90322581,25.35483871,58.77419355,5.290322581,16.51612903,15.90322581,21.77419355,11.06451613,26.67741935,14.29032258,14.32258065,6.935483871,3.451612903,15.51612903,0.64516129,0.777777778,0.461538462,1,8.451612903,8.161290323,-3.935483871,0.35483871,0.222222222,0.538461538,0,84.53,82.85,1923,722,1788,166,517,313,480,430,787,464,464,244,112,573,30,18,12,1,21,14,7,0,616,413,-105,9,4,5,1,2229,786,1822,164,512,493,675,343,827,443,444,215,107,481,31,18,13,2,20,14,6,2,262,253,-122,11,4,7,0,5,0,-2,-1,0.121794872,160,5.605376344,0.825806452,-306,-1,1,5,-5.774193548,3.268817204,2,-1,20,-5.469892473,12.08172043,1,3.583870968,87,21,-1,1,0.243010753,0.717204301,-180,-7.803225806,-0.444086022,0.05483871,1.144086022,1.197849462,-1,-34,0.435483871,0,1,-2,-0.121794872,0,-40,-0.05483871,1.176344086,-195,-2,0,29,354,-64,92,1.68,0.28172043,17,0,-1.288172043,2016
